InvoiceID,SellerID,BuyerID,TaxID,DeviceID,Payment_methodID,CancelReasonID,ErrorTypeID,InvoiceTotal_amount,subtotal_amount,tax_amount,discount_amount,invoice_Date,invoice_ModifiedDate
7396,110,1890,2,19,2,4.0,4.0,3011.14,2989.41,448.41,426.68,09-30-23,01-07-24
7397,465,978,3,26,3,3.0,1.0,48966.7,42579.74,6386.96,0.0,04-23-24,04-09-25
7398,124,1573,5,3,5,4.0,5.0,16823.95,16733.34,2510.0,2419.39,05-08-25,06-05-25
7399,371,850,4,23,4,5.0,2.0,47985.89000000000,46278.93,6941.84,5234.88,02-12-24,06-23-24
7400,61,1383,3,11,5,2.0,4.0,54337.379999999997,47249.9,7087.48,0.0,10-13-24,02-09-25
7401,373,644,2,15,5,3.0,5.0,22569.35,19625.52,2943.83,0.0,11-17-23,06-02-25
7402,339,1312,1,16,5,1.0,5.0,21371.99,18584.34,2787.65,0.0,11-28-23,11-28-24
7403,104,1456,5,40,3,5.0,5.0,2364.9499999999998,2139.79,320.97,95.81,09-20-23,10-31-23
7404,338,131,5,47,4,1.0,1.0,3084.05,2681.78,402.27,0.0,07-11-23,10-06-24
7405,180,1558,3,3,3,1.0,1.0,28534.700000000001,24812.78,3721.92,0.0,10-27-23,10-27-23
7406,64,1206,2,18,3,1.0,4.0,17185.09,14943.56,2241.53,0.0,10-26-23,12-09-23
7407,220,194,5,20,4,4.0,2.0,57047.47,49606.5,7440.97,0.0,04-16-25,04-16-25
7408,439,1746,4,18,1,2.0,1.0,32742.97,33525.22,5028.78,5811.03,02-14-24,06-17-24
7409,285,395,4,20,5,1.0,3.0,43846.48,38127.37,5719.11,0.0,02-24-24,03-27-24
7410,480,293,5,16,1,5.0,4.0,17606.950000000001,17187.19,2578.08,2158.32,09-21-23,10-14-24
7411,71,1914,4,38,3,2.0,4.0,13225.83,11500.72,1725.11,0.0,04-08-24,05-25-24
7412,391,1331,2,41,1,2.0,4.0,2308.37,2318.06,347.71,357.4,05-04-25,06-08-25
7413,333,1804,1,6,5,1.0,1.0,37532.45,37207.78,5581.17,5256.5,07-26-23,11-07-23
7414,469,1507,1,34,3,3.0,2.0,38780.18,33721.9,5058.28,0.0,04-17-24,02-14-25
7415,246,732,2,13,1,2.0,3.0,47542.61,41341.4,6201.21,0.0,12-26-24,04-30-25
7416,309,1854,3,49,4,3.0,4.0,53805.18,46787.11,7018.07,0.0,08-06-23,07-15-24
7417,366,1012,4,12,5,2.0,3.0,25971.31,22583.75,3387.56,0.0,03-25-24,06-04-25
7418,61,806,1,38,5,5.0,5.0,44734.080000000002,38899.2,5834.88,0.0,09-13-24,03-01-25
7419,39,708,4,13,3,5.0,1.0,33814.160000000003,29403.62,4410.54,0.0,03-07-24,04-15-25
7420,26,1942,3,9,2,2.0,3.0,48279.309999999998,41982.01,6297.3,0.0,06-26-24,04-20-25
7421,366,1934,2,16,5,4.0,3.0,12934.290000000001,11247.21,1687.08,0.0,07-17-23,03-02-24
7422,483,1145,4,47,4,4.0,3.0,45043.17,46205.42,6930.81,8093.06,12-10-23,01-04-24
7423,166,458,5,21,2,5.0,3.0,1008.84,877.25,131.59,0.0,01-08-25,06-04-25
7424,94,631,4,26,5,5.0,4.0,5232.11,4549.66,682.45,0.0,03-15-24,10-08-24
7425,476,1197,4,35,3,2.0,,29527.099999999999,25675.74,3851.36,0.0,02-01-25,05-28-25
7426,301,1905,4,16,3,4.0,1.0,42912.15,42372.15,6355.82,5815.82,08-09-23,04-09-24
7427,278,758,5,7,1,4.0,5.0,18684.56,16247.44,2437.12,0.0,07-23-23,04-03-25
7428,126,996,2,36,5,3.0,5.0,30157.560000000001,28840.85,4326.13,3009.42,12-20-24,03-29-25
7429,131,1613,1,8,2,2.0,3.0,16544.110000000001,15564.93,2334.74,1355.56,07-24-24,11-05-24
7430,486,237,1,5,4,5.0,3.0,43668.55,37972.65,5695.9,0.0,02-19-25,03-13-25
7431,321,984,5,17,1,4.0,5.0,34673.449999999997,31441.08,4716.16,1483.79,11-09-23,11-09-23
7432,179,1761,1,41,1,1.0,1.0,2653.5100000000002,2691.43,403.71,441.63,09-01-24,12-09-24
7433,327,74,2,43,4,5.0,1.0,17207.38,14962.94,2244.44,0.0,09-18-24,06-07-25
7434,298,1177,5,11,3,1.0,,17990.34,15643.77,2346.57,0.0,11-23-24,05-13-25
7435,84,1604,2,6,3,,1.0,46931.99,40810.43,6121.56,0.0,07-19-23,04-16-25
7436,307,1806,5,15,3,1.0,1.0,11604.26,10090.66,1513.6,0.0,07-30-24,10-25-24
7437,17,6,3,11,2,2.0,1.0,26996.11,23474.88,3521.23,0.0,11-04-24,05-27-25
7438,334,54,1,6,2,1.0,4.0,14455.719999999999,14294.14,2144.12,1982.54,12-21-23,01-01-24
7439,77,1094,4,12,3,2.0,2.0,3020.97,2626.93,394.04,0.0,03-01-25,05-31-25
7440,32,1647,4,11,4,2.0,4.0,22930.69,21682.71,3252.41,2004.43,02-12-25,03-31-25
7441,207,987,3,34,4,4.0,2.0,36157.94,32814.66,4922.2,1578.92,12-15-23,11-15-24
7442,378,47,5,28,1,4.0,4.0,52226.019999999997,45413.93,6812.09,0.0,12-18-24,12-28-24
7443,459,1895,3,20,3,5.0,1.0,35487.7,30858.87,4628.83,0.0,03-16-25,03-19-25
7444,166,1818,1,19,4,5.0,5.0,36124.61,34242.38,5136.36,3254.13,08-09-23,11-02-24
7445,311,1434,3,11,2,2.0,2.0,8534.63,8227.67,1234.15,927.19,07-30-24,07-30-24
7446,233,1149,5,38,2,2.0,4.0,2020.27,1908.06,286.21,174.0,03-31-24,04-29-24
7447,476,1525,2,7,1,2.0,1.0,44254.86,38482.49,5772.37,0.0,10-06-24,02-12-25
7448,203,257,1,35,3,2.0,3.0,51021.449999999997,44366.48,6654.97,0.0,08-07-24,04-04-25
7449,332,105,1,13,5,5.0,,36789.46000000000,33690.04,5053.51,1954.09,01-27-25,04-27-25
7450,25,734,3,39,1,5.0,4.0,33842.47,32234.11,4835.12,3226.76,11-22-24,04-19-25
7451,453,1162,2,28,2,5.0,2.0,29572.08,30336.41,4550.46,5314.79,08-28-24,09-25-24
7452,327,888,2,30,1,1.0,5.0,17045.17,14821.89,2223.28,0.0,04-07-24,11-30-24
7453,218,1466,1,2,5,4.0,4.0,13124.64,13461.47,2019.22,2356.05,10-18-24,12-11-24
7454,70,880,3,42,2,3.0,4.0,45665.48,39709.11,5956.37,0.0,04-30-24,08-18-24
7455,499,1008,4,45,4,,3.0,26309.849999999999,25948.58,3892.29,3531.02,08-15-23,08-25-23
7456,270,707,3,29,1,1.0,4.0,39408.08,34808.29,5221.24,621.45,07-19-23,07-19-23
7457,396,151,5,8,3,4.0,5.0,3560.7600000000002,3096.31,464.45,0.0,01-17-25,02-14-25
7458,376,982,2,14,3,2.0,5.0,38230.779999999999,33244.16,4986.62,0.0,04-21-24,05-06-24
7459,8,1120,5,14,5,4.0,4.0,2281.0,1983.48,297.52,0.0,02-15-24,05-14-25
7460,121,27,1,42,1,3.0,5.0,19082.93,16593.85,2489.08,0.0,07-17-23,02-07-25
7461,55,342,2,17,3,1.0,4.0,56321.55,48975.26,7346.29,0.0,02-24-24,05-24-25
7462,165,455,1,9,5,4.0,3.0,8658.2,7528.87,1129.33,0.0,04-10-24,10-23-24
7463,238,1064,3,13,5,3.0,5.0,26845.360000000001,23346.76,3502.01,3.41,06-12-25,06-13-25
7464,141,1742,3,6,5,1.0,1.0,27809.93,25297.25,3794.59,1281.91,06-22-24,04-18-25
7465,182,1276,2,9,1,5.0,3.0,489.67,425.8,63.87,0.0,08-11-24,06-16-25
7466,274,575,1,40,2,3.0,5.0,39563.42,34402.97,5160.45,0.0,03-12-25,03-17-25
7467,457,56,1,12,2,4.0,3.0,15535.049999999999,14489.38,2173.41,1127.74,09-17-23,09-11-24
7468,419,1487,2,20,5,3.0,2.0,55036.309999999998,47857.66,7178.65,0.0,11-16-23,12-02-24
7469,304,1005,5,29,5,5.0,1.0,19483.09,16941.82,2541.27,0.0,09-29-23,08-05-24
7470,405,670,4,37,2,4.0,1.0,41785.51,36335.23,5450.28,0.0,02-04-25,04-04-25
7471,109,1985,5,39,1,2.0,4.0,21267.540000000001,18493.51,2774.03,0.0,08-20-23,11-24-23
7472,89,1973,1,37,1,2.0,1.0,48983.39,42594.25,6389.14,0.0,10-30-24,02-24-25
7473,124,1175,4,13,3,3.0,2.0,3364.77,2925.89,438.88,0.0,09-16-24,12-12-24
7474,259,1744,3,27,1,5.0,3.0,2128.29,1850.69,277.6,0.0,10-24-24,12-02-24
7475,416,171,4,22,5,2.0,3.0,48195.29000000000,41908.95,6286.34,0.0,03-19-24,07-09-24
7476,359,655,2,26,5,4.0,,55709.1,48442.7,7266.4,0.0,12-17-23,11-21-24
7477,8,1675,3,40,4,4.0,3.0,16525.42,14369.93,2155.49,0.0,07-01-23,04-19-24
7478,147,994,4,34,2,5.0,5.0,38277.51,33284.79,4992.72,0.0,10-25-24,05-13-25
7479,500,1580,4,38,4,3.0,5.0,44598.17,38781.02,5817.15,0.0,07-18-23,07-18-23
7480,372,846,1,47,2,5.0,5.0,31000.48,26956.94,4043.54,0.0,07-08-24,06-19-25
7481,72,795,4,10,1,1.0,2.0,5413.29,5465.24,819.79,871.74,01-05-25,03-19-25
7482,164,1308,4,46,2,5.0,5.0,5760.11,5008.79,751.32,0.0,09-14-24,11-12-24
7483,170,1238,4,1,4,2.0,3.0,17295.33,15635.83,2345.37,685.87,10-29-23,01-12-24
7484,84,423,2,4,5,5.0,1.0,41492.43,36080.37,5412.06,0.0,09-14-23,11-25-23
7485,24,533,4,49,3,5.0,1.0,7764.550000000000,6751.78,1012.77,0.0,01-22-24,12-01-24
7486,194,1276,5,27,4,2.0,3.0,49909.71,43399.75,6509.96,0.0,06-08-24,12-12-24
7487,469,345,2,49,2,1.0,4.0,34012.03,35148.15,5272.22,6408.34,02-14-25,02-14-25
7488,363,1958,1,43,4,3.0,,11785.56,10248.31,1537.25,0.0,07-01-23,05-03-24
7489,131,1782,4,22,4,3.0,1.0,42567.82,42729.37,6409.41,6570.96,11-20-24,01-17-25
7490,177,1915,2,46,5,2.0,1.0,4254.94,3699.95,554.99,0.0,04-26-24,05-03-25
7491,488,1537,4,42,4,4.0,1.0,9749.809999999999,8478.1,1271.71,0.0,10-11-24,10-11-24
7492,29,1732,1,4,5,2.0,5.0,19264.06,18639.7,2795.95,2171.59,12-26-23,03-14-24
7493,102,1346,3,15,1,5.0,3.0,20078.19,17459.3,2618.89,0.0,07-11-23,03-20-25
7494,130,428,1,18,3,2.0,4.0,39025.3,33935.04,5090.26,0.0,04-14-25,05-27-25
7495,490,95,1,37,4,,4.0,25275.17,21978.41,3296.76,0.0,04-15-24,04-06-25
7496,362,1469,3,4,1,4.0,4.0,50734.120000000003,44116.63,6617.49,0.0,05-15-25,05-31-25
7497,269,320,4,41,4,2.0,4.0,25382.209999999999,22071.49,3310.72,0.0,12-29-23,05-28-25
7498,439,507,5,5,1,5.0,3.0,41150.58,35783.11,5367.47,0.0,03-17-24,03-02-25
7499,334,680,2,6,1,1.0,5.0,26373.87,22933.8,3440.07,0.0,08-14-24,06-10-25
7500,477,1497,2,8,1,1.0,3.0,25689.11,23484.65,3522.7,1318.24,07-03-23,02-27-24
7501,99,1536,4,49,3,4.0,4.0,46651.14000000000,47816.26,7172.44,8337.56,01-30-24,01-30-24
7502,177,717,3,10,1,2.0,3.0,599.27,597.47,89.62,87.82,03-03-25,04-26-25
7503,207,1475,4,31,5,5.0,2.0,5435.14,4726.21,708.93,0.0,04-19-24,04-21-24
7504,289,1042,3,12,3,1.0,3.0,39508.07000000000,34354.84,5153.23,0.0,10-14-24,06-05-25
7505,399,217,1,45,4,2.0,2.0,51061.12,44400.97,6660.15,0.0,12-05-23,01-20-24
7506,224,1171,4,1,2,3.0,3.0,32872.92,31536.55,4730.48,3394.11,03-06-25,03-13-25
7507,100,666,1,13,5,2.0,2.0,55011.11,47835.75,7175.36,0.0,11-18-23,05-05-25
7508,159,806,3,4,5,5.0,2.0,41574.16,36151.44,5422.72,0.0,02-23-25,04-08-25
7509,32,1183,2,39,4,5.0,3.0,26100.08,24375.99,3656.4,1932.31,01-03-25,05-03-25
7510,180,844,5,30,3,2.0,5.0,3237.25,2815.0,422.25,0.0,10-11-23,08-01-24
7511,9,1026,3,40,3,4.0,4.0,57122.56,49671.79,7450.77,0.0,12-11-23,06-02-24
7512,309,1444,4,12,2,4.0,5.0,6090.7700000000004,5296.32,794.45,0.0,04-06-24,08-17-24
7513,289,609,2,37,1,3.0,5.0,16560.02,14400.02,2160.0,0.0,07-06-23,04-07-25
7514,57,741,1,33,2,4.0,2.0,1491.8900000000001,1297.3,194.59,0.0,04-12-25,05-15-25
7515,283,1726,3,49,4,3.0,2.0,44101.13,38348.81,5752.32,0.0,12-26-24,01-05-25
7516,91,474,3,9,4,2.0,1.0,51602.620000000003,44871.84,6730.78,0.0,05-13-24,07-15-24
7517,69,1771,5,28,5,3.0,2.0,16445.09,14300.08,2145.01,0.0,09-11-23,03-18-25
7518,414,1736,3,12,3,1.0,1.0,35755.42,31091.67,4663.75,0.0,04-28-25,05-05-25
7519,46,1959,5,5,1,1.0,2.0,49743.91,43255.57,6488.34,0.0,12-19-23,11-16-24
7520,139,1400,5,4,1,5.0,2.0,17542.13,15254.03,2288.1,0.0,05-13-25,05-26-25
7521,304,1908,2,12,5,4.0,3.0,33271.08,28931.37,4339.71,0.0,01-11-25,05-18-25
7522,216,686,2,47,4,4.0,3.0,51752.08,45001.81,6750.27,0.0,11-09-23,12-19-24
7523,223,1827,3,49,5,5.0,,53222.36,46280.31,6942.05,0.0,01-25-24,01-25-24
7524,201,1611,4,12,5,1.0,4.0,40445.11,35169.66,5275.45,0.0,02-21-25,06-03-25
7525,32,660,3,49,5,3.0,3.0,5150.150000000000,4478.39,671.76,0.0,10-09-23,07-01-24
7526,271,1206,2,9,4,2.0,5.0,34845.2,33320.2,4998.03,3473.03,11-08-23,11-08-23
7527,337,694,3,10,4,3.0,3.0,8733.24,7594.12,1139.12,0.0,11-19-23,03-06-24
7528,247,1225,4,16,5,2.0,5.0,50315.43,43752.55,6562.88,0.0,09-27-24,05-01-25
7529,368,840,4,47,2,5.0,2.0,2453.95,2133.87,320.08,0.0,09-01-24,09-01-24
7530,336,1062,3,47,1,,5.0,28413.119999999999,24707.06,3706.06,0.0,05-29-24,11-08-24
7531,16,285,1,7,5,1.0,1.0,23985.53,20856.98,3128.55,0.0,04-20-25,06-14-25
7532,243,1152,4,43,5,,2.0,55972.09,48671.38,7300.71,0.0,05-28-24,10-24-24
7533,220,1500,1,23,5,3.0,4.0,43795.489999999998,41046.87,6157.03,3408.41,02-10-25,06-15-25
7534,303,118,3,27,4,1.0,5.0,55294.84,48711.42,7306.71,723.29,05-07-24,03-10-25
7535,473,632,2,8,4,4.0,1.0,1298.02,1128.71,169.31,0.0,08-24-24,09-25-24
7536,84,259,1,27,1,5.0,5.0,7904.24,6873.25,1030.99,0.0,07-29-23,09-13-23
7537,202,1898,5,13,5,1.0,1.0,6052.76,5263.27,789.49,0.0,12-13-23,05-03-24
7538,210,1753,4,7,3,5.0,4.0,19332.02,16810.45,2521.57,0.0,08-11-23,06-24-24
7539,151,1231,5,41,3,1.0,4.0,49325.72,42891.93,6433.79,0.0,02-13-24,03-24-25
7540,393,274,5,36,2,1.0,2.0,38739.21,33942.89,5091.43,295.11,05-10-24,08-25-24
7541,428,1748,5,22,3,5.0,5.0,17944.36,15603.79,2340.57,0.0,03-03-25,04-18-25
7542,61,212,3,39,1,4.0,2.0,41902.03,36436.55,5465.48,0.0,10-17-24,04-01-25
7543,334,1754,5,1,5,5.0,5.0,7850.33,6923.4,1038.51,111.58,02-05-25,04-18-25
7544,177,1841,4,18,5,2.0,3.0,21917.34,20293.22,3043.98,1419.86,10-28-24,06-01-25
7545,436,1318,3,20,4,2.0,1.0,50523.64,43933.6,6590.04,0.0,09-02-24,05-16-25
7546,137,1539,3,42,5,3.0,,18369.1,15973.13,2395.97,0.0,08-13-24,04-05-25
7547,480,1473,3,22,2,5.0,4.0,3154.37,2742.93,411.44,0.0,01-04-24,01-27-25
7548,332,1412,3,13,3,3.0,5.0,18876.630000000001,16414.46,2462.17,0.0,09-16-23,12-17-24
7549,267,1831,2,13,4,5.0,1.0,15034.120000000001,13073.15,1960.97,0.0,04-25-25,06-13-25
7550,432,1570,3,36,3,3.0,5.0,55853.14,48567.95,7285.19,0.0,11-21-24,04-24-25
7551,315,1904,4,7,4,1.0,3.0,51212.75,44532.83,6679.92,0.0,08-17-23,11-23-24
7552,77,1264,3,22,1,4.0,4.0,6727.22,5849.76,877.46,0.0,11-30-24,02-07-25
7553,183,938,2,39,3,3.0,3.0,47107.57,44080.92,6612.14,3585.49,12-24-23,05-29-25
7554,156,1601,1,38,3,3.0,,48417.25,42101.96,6315.29,0.0,08-08-24,08-28-24
7555,239,1464,4,3,2,3.0,4.0,9669.67,8416.53,1262.48,9.34,12-30-24,02-15-25
7556,266,1816,1,18,4,2.0,1.0,17165.55,16536.11,2480.42,1850.98,03-10-25,03-13-25
7557,115,465,1,12,1,5.0,4.0,49294.19,42864.51,6429.68,0.0,08-17-24,02-01-25
7558,299,887,2,3,4,2.0,4.0,28419.689999999999,24712.77,3706.92,0.0,07-01-23,11-06-23
7559,321,1090,5,1,4,2.0,3.0,22662.279999999999,19706.33,2955.95,0.0,08-06-24,05-16-25
7560,499,1986,5,38,1,4.0,2.0,2296.55,1997.0,299.55,0.0,04-11-24,04-06-25
7561,183,271,1,44,1,3.0,1.0,3830.6,3330.96,499.64,0.0,07-24-24,01-29-25
7562,95,1099,3,12,4,4.0,4.0,23835.1,20726.17,3108.93,0.0,02-20-25,06-16-25
7563,331,1006,5,44,1,3.0,1.0,44992.019999999997,44557.41,6683.61,6249.0,11-08-23,01-02-24
7564,326,1306,5,49,1,2.0,2.0,3853.4,3350.78,502.62,0.0,05-29-25,06-05-25
7565,258,1098,2,44,5,4.0,2.0,50754.69,44134.51,6620.18,0.0,07-13-23,06-30-24
7566,79,1790,5,49,5,,4.0,24707.64,21484.9,3222.74,0.0,06-22-24,06-22-24
7567,283,141,5,48,3,2.0,3.0,5987.82,5206.8,781.02,0.0,08-11-24,05-23-25
7568,169,93,4,19,5,5.0,1.0,23942.18,20819.29,3122.89,0.0,08-05-23,02-07-24
7569,126,1439,1,5,5,1.0,1.0,45564.870000000003,39621.63,5943.24,0.0,10-09-23,12-15-24
7570,224,1753,4,12,1,2.0,5.0,39496.35,34344.65,5151.7,0.0,10-11-23,03-12-24
7571,477,1296,3,48,4,4.0,3.0,13369.76,12884.98,1932.75,1447.97,11-27-23,12-11-23
7572,349,1895,1,38,5,1.0,4.0,38388.9,33381.65,5007.25,0.0,11-16-24,12-19-24
7573,400,993,3,14,2,3.0,3.0,42141.370000000003,36644.67,5496.7,0.0,01-12-25,01-12-25
7574,7,1553,5,40,4,4.0,1.0,16223.379999999999,14107.29,2116.09,0.0,04-24-24,03-31-25
7575,289,767,4,14,1,2.0,1.0,24917.65,21667.52,3250.13,0.0,06-18-24,03-17-25
7576,311,665,2,37,3,2.0,4.0,29721.970000000001,25845.19,3876.78,0.0,07-06-24,07-06-24
7577,255,835,3,28,1,2.0,3.0,32703.849999999999,28438.13,4265.72,0.0,06-09-24,06-18-24
7578,254,773,4,8,3,5.0,2.0,43550.11,37869.66,5680.45,0.0,04-13-25,05-05-25
7579,339,893,4,16,3,2.0,1.0,6426.96,5588.66,838.3,0.0,03-02-24,03-06-24
7580,172,1783,4,48,4,1.0,2.0,8197.62,8526.25,1278.94,1607.57,11-20-23,03-06-24
7581,264,476,2,10,2,2.0,5.0,34283.34,29811.6,4471.74,0.0,04-06-25,04-06-25
7582,69,681,3,12,2,,3.0,35166.76,36443.65,5466.55,6743.44,05-17-25,05-19-25
7583,482,785,1,44,2,2.0,4.0,8478.53,7895.73,1184.36,601.56,10-30-23,07-31-24
7584,22,928,5,40,1,2.0,5.0,27808.48,24181.29,3627.19,0.0,07-13-23,04-28-25
7585,286,152,1,36,4,,2.0,36312.17,31575.8,4736.37,0.0,05-08-24,05-08-24
7586,323,1236,2,26,5,1.0,1.0,21163.650000000001,21754.87,3263.23,3854.45,07-03-23,07-12-23
7587,6,1158,3,26,4,1.0,4.0,16530.38,14374.24,2156.14,0.0,06-10-24,11-09-24
7588,156,999,4,38,2,2.0,2.0,6090.9399999999996,5296.47,794.47,0.0,06-03-24,12-13-24
7589,351,97,1,48,5,4.0,5.0,35219.3,30625.48,4593.82,0.0,11-21-23,12-06-24
7590,116,1626,5,38,3,4.0,3.0,28768.880000000001,25016.42,3752.46,0.0,10-22-23,07-16-24
7591,160,7,3,45,3,1.0,1.0,8203.36,7133.36,1070.0,0.0,04-19-24,08-31-24
7592,468,185,3,44,2,1.0,4.0,42128.9,36633.83,5495.07,0.0,10-24-24,10-24-24
7593,227,766,2,32,1,3.0,2.0,52746.300000000003,45866.35,6879.95,0.0,06-22-23,07-08-24
7594,410,635,4,9,3,4.0,3.0,56415.31,49056.79,7358.52,0.0,06-28-24,04-08-25
7595,67,322,5,29,4,2.0,1.0,40968.46000000000,42457.66,6368.65,7857.85,07-31-24,03-28-25
7596,19,1087,4,2,4,1.0,5.0,24645.130000000001,21430.55,3214.58,0.0,02-14-25,02-21-25
7597,225,1885,3,14,1,4.0,4.0,38547.84,33519.86,5027.98,0.0,07-14-23,07-14-23
7598,29,374,5,6,1,5.0,4.0,4776.99,4445.23,666.78,335.02,02-04-24,04-11-24
7599,322,1463,2,15,2,2.0,2.0,39568.46,40270.94,6040.64,6743.12,05-26-25,05-27-25
7600,408,1808,1,46,1,5.0,5.0,42820.190000000002,37234.95,5585.24,0.0,05-01-24,10-29-24
7601,218,1104,4,23,1,3.0,3.0,41515.04,38469.54,5770.43,2724.93,01-01-25,06-20-25
7602,261,1207,3,27,5,5.0,3.0,48383.620000000003,42072.71,6310.91,0.0,12-30-24,05-13-25
7603,294,331,3,19,4,1.0,3.0,2912.0999999999999,2532.26,379.84,0.0,07-31-23,03-17-24
7604,139,1281,2,13,4,5.0,3.0,27866.240000000002,24231.51,3634.73,0.0,12-08-23,12-16-24
7605,59,54,4,46,1,2.0,4.0,27188.560000000001,23642.23,3546.33,0.0,08-21-24,04-28-25
7606,317,256,1,19,5,5.0,4.0,11787.51,10250.01,1537.5,0.0,12-09-24,05-05-25
7607,380,1193,2,12,3,3.0,2.0,29052.37,25262.93,3789.44,0.0,09-09-24,01-08-25
7608,397,258,3,19,4,1.0,1.0,42867.00000000000,38738.5,5810.77,1682.27,08-27-24,09-07-24
7609,487,608,3,46,5,2.0,5.0,35491.56,30862.23,4629.33,0.0,10-05-24,04-15-25
7610,17,131,1,32,2,5.0,4.0,45373.11,43712.64,6556.9,4896.43,01-04-25,06-21-25
7611,7,1772,3,15,1,3.0,2.0,31432.980000000000,30270.17,4540.53,3377.72,11-26-24,12-10-24
7612,362,1169,4,43,4,1.0,4.0,42050.31,36565.49,5484.82,0.0,02-19-24,02-19-24
7613,476,12,3,23,2,2.0,4.0,20654.76,19173.91,2876.09,1395.24,12-24-23,12-09-24
7614,316,1587,1,18,4,3.0,2.0,32244.919999999998,28039.06,4205.86,0.0,03-03-24,07-22-24
7615,94,1567,1,40,3,4.0,5.0,55166.5,47970.87,7195.63,0.0,11-09-24,01-04-25
7616,186,843,4,28,1,1.0,5.0,35679.69,31025.82,4653.87,0.0,06-30-23,04-07-24
7617,166,1544,5,30,1,5.0,2.0,158.81,138.1,20.71,0.0,01-07-24,04-18-25
7618,465,1934,4,5,2,,3.0,14179.97,12330.41,1849.56,0.0,04-12-24,04-12-24
7619,316,557,3,10,5,2.0,2.0,37526.059999999998,33417.69,5012.65,904.28,07-06-24,02-06-25
7620,70,1703,2,29,5,,5.0,12753.95,11176.83,1676.52,99.4,11-24-23,11-24-23
7621,365,1553,2,47,5,1.0,2.0,2173.73,1890.2,283.53,0.0,08-13-23,03-22-25
7622,392,797,5,16,2,5.0,1.0,41654.02,36220.89,5433.13,0.0,03-22-25,05-02-25
7623,441,231,3,41,5,5.0,4.0,3816.24,3318.47,497.77,0.0,02-16-24,04-12-25
7624,95,1202,2,8,3,4.0,5.0,5389.25,4686.3,702.95,0.0,07-03-24,08-04-24
7625,65,739,5,28,3,2.0,4.0,36703.0,31915.65,4787.35,0.0,06-22-23,09-07-23
7626,462,268,1,26,2,1.0,1.0,33463.59,29098.77,4364.82,0.0,11-29-24,12-28-24
7627,405,986,4,18,2,5.0,1.0,36043.88,31342.5,4701.38,0.0,12-13-24,01-29-25
7628,249,1103,2,24,2,2.0,3.0,39629.56,34460.49,5169.07,0.0,07-14-23,03-28-25
7629,382,1843,3,33,1,4.0,4.0,3470.1,3017.48,452.62,0.0,01-03-24,11-08-24
7630,37,965,3,13,2,3.0,1.0,54978.519999999997,47807.41,7171.11,0.0,06-22-24,06-22-24
7631,4,1009,1,46,5,4.0,4.0,1090.56,948.31,142.25,0.0,03-24-25,05-23-25
7632,9,235,4,38,5,,4.0,50865.39,44230.77,6634.62,0.0,07-19-24,10-16-24
7633,499,1625,2,43,4,1.0,2.0,10660.370000000001,9269.89,1390.48,0.0,06-14-24,07-27-24
7634,127,981,1,16,3,1.0,2.0,34054.57,31405.71,4710.86,2062.0,07-03-24,12-08-24
7635,418,774,5,16,4,2.0,1.0,10984.96,10901.88,1635.28,1552.2,12-26-24,04-24-25
7636,146,270,3,9,5,5.0,4.0,41902.1,36436.61,5465.49,0.0,07-04-23,09-23-23
7637,206,540,3,34,4,4.0,1.0,7079.88,6156.42,923.46,0.0,12-25-23,08-01-24
7638,262,418,3,42,1,5.0,5.0,57320.28,49843.72,7476.56,0.0,11-15-23,10-14-24
7639,23,1874,1,5,3,,2.0,14028.440000000001,12198.64,1829.8,0.0,05-09-24,03-10-25
7640,37,1747,1,12,4,3.0,3.0,51223.71,44542.36,6681.35,0.0,08-11-23,03-14-25
7641,43,1520,3,2,1,2.0,4.0,23914.26,20795.01,3119.25,0.0,10-17-24,12-19-24
7642,300,1723,1,11,3,1.0,3.0,52482.83,45637.24,6845.59,0.0,10-24-24,03-15-25
7643,484,1155,4,35,1,5.0,1.0,34146.27,29692.41,4453.86,0.0,09-29-23,11-17-23
7644,26,1402,5,10,1,5.0,3.0,25118.28,21841.98,3276.3,0.0,12-17-24,12-17-24
7645,207,1366,3,43,1,5.0,4.0,24200.23,21043.68,3156.55,0.0,04-30-25,04-30-25
7646,32,1741,2,46,2,2.0,5.0,14935.35,12987.26,1948.09,0.0,10-16-24,05-04-25
7647,483,1804,2,3,4,2.0,2.0,15669.41,13625.57,2043.84,0.0,07-22-24,10-12-24
7648,458,1760,4,2,3,5.0,3.0,30806.509999999998,30616.77,4592.52,4402.78,12-02-24,05-14-25
7649,277,1188,1,35,3,1.0,5.0,30100.189999999999,29680.14,4452.02,4031.97,12-24-24,02-08-25
7650,408,371,3,9,2,1.0,5.0,30289.0,26338.26,3950.74,0.0,03-16-25,03-16-25
7651,238,377,3,15,2,2.0,5.0,31798.189999999999,32480.94,4872.14,5554.89,09-05-24,09-06-24
7652,355,299,2,38,2,3.0,4.0,7248.13,6302.72,945.41,0.0,06-17-25,06-18-25
7653,253,63,3,47,5,3.0,4.0,43678.95,37981.7,5697.25,0.0,09-12-24,04-13-25
7654,41,278,1,15,2,5.0,4.0,27793.660000000000,24168.4,3625.26,0.0,03-15-25,04-13-25
7655,259,408,1,23,5,1.0,4.0,7083.42,6159.5,923.92,0.0,04-06-25,05-09-25
7656,458,1811,2,28,2,3.0,2.0,28256.75,24571.09,3685.66,0.0,05-14-24,11-04-24
